,Symbol,Price,Type,Strike,Exp Date,DTE,Bid,Ask,Last,Volume,Open Int,Vol/OI,IV,Time,DTE in years,Risk free,IV_brenner
1844,BAC,23.68,Call,35.0,01/21/22,443,0.72,0.75,0.73,1096,44579,0.02,31.77,11/04/20,1.2136986301369863,0.0049,7.206328717603642
1845,BAC,23.68,Call,25.0,12/18/20,44,0.59,0.61,0.59,3227,18672,0.17,33.06,11/04/20,0.12054794520547946,0.0064,18.597654064391254
1846,BAC,23.68,Call,26.5,11/20/20,16,0.08,0.1,0.09,3373,3856,0.87,40.18,11/04/20,0.043835616438356165,0.0079,5.055855779706056
1847,BAC,23.68,Call,17.0,05/21/21,198,6.95,7.1,7.2,641,2739,0.23,40.57,11/04/20,0.5424657534246575,0.0039000000000000003,102.04234300760386
1848,BAH,87.78,Call,90.0,11/20/20,16,0.9,1.2,1.05,154,557,0.28,26.16,11/04/20,0.043835616438356165,0.0079,16.366734772855697
1849,BAX,75.67,Call,70.0,01/15/21,72,7.0,7.8,8.2,1129,1151,0.98,36.39,11/04/20,0.19726027397260273,0.0045000000000000005,58.17561551085563
1850,BB,4.68,Call,5.0,11/20/20,16,0.08,0.1,0.08,158,5166,0.03,49.44,11/04/20,0.043835616438356165,0.0079,25.58176599646142
1851,BB,4.68,Call,4.5,11/20/20,16,0.28,0.32,0.27,600,682,0.88,42.37,11/04/20,0.043835616438356165,0.0079,81.86165118867653
1852,BBD,3.64,Call,3.0,11/20/20,16,0.23,0.72,0.61,100,199,0.5,0.0,11/04/20,0.043835616438356165,0.0079,236.8140623672428
1853,BBL,39.79,Call,40.0,12/18/20,44,1.6,2.05,1.65,250,324,0.77,31.11,11/04/20,0.12054794520547946,0.0064,37.195461373102596
1854,BBL,39.79,Call,40.0,03/19/21,135,2.9,3.4,3.0,312,415,0.75,31.03,11/04/20,0.3698630136986301,0.0040999999999999995,35.218792357898685
1855,BBY,119.86,Call,130.0,11/20/20,16,0.38,0.65,0.63,307,1046,0.29,35.03,11/04/20,0.043835616438356165,0.0079,6.49255232448153
1856,BBY,119.86,Call,130.0,03/19/21,135,6.55,7.05,7.45,153,259,0.59,38.31,11/04/20,0.3698630136986301,0.0040999999999999995,24.242886364586035
1857,BBY,119.86,Call,110.0,11/20/20,16,10.65,10.95,11.19,287,488,0.59,48.19,11/04/20,0.043835616438356165,0.0079,109.37453531241962
1858,BBY,119.86,Call,120.0,11/20/20,16,3.35,3.85,3.8,1008,1555,0.65,38.25,11/04/20,0.043835616438356165,0.0079,38.45588684500599
1859,BBY,119.86,Call,125.0,01/15/21,72,5.4,5.9,5.75,134,781,0.17,36.53,11/04/20,0.19726027397260273,0.0045000000000000005,27.78099884872953
1860,BC,68.19,Call,75.0,11/20/20,16,0.4,0.6,0.4,648,1082,0.6,40.38,11/04/20,0.043835616438356165,0.0079,10.53433038833607
1861,BCC,43.73,Call,45.0,12/18/20,44,1.75,2.2,2.0,146,277,0.53,41.56,11/04/20,0.12054794520547946,0.0064,36.32061818005896
1862,BDX,236.79,Call,240.0,12/18/20,44,5.7,9.5,8.6,154,136,1.13,30.08,11/04/20,0.12054794520547946,0.0064,28.964782783426802
1863,BG,55.96,Call,62.5,04/16/21,163,2.4,2.75,2.95,150,209,0.72,34.88,11/04/20,0.4465753424657534,0.0040999999999999995,18.4330649017449
1864,BG,55.96,Call,55.0,01/15/21,72,3.3,3.7,3.7,123,535,0.23,31.65,11/04/20,0.19726027397260273,0.0045000000000000005,37.31591854784977
1865,BG,55.96,Call,60.0,11/20/20,16,0.4,0.6,0.52,152,650,0.23,38.87,11/04/20,0.043835616438356165,0.0079,12.836597376351616
1866,BG,55.96,Call,55.0,12/18/20,44,2.75,3.0,2.97,237,355,0.67,31.29,11/04/20,0.12054794520547946,0.0064,38.703797347471685
1867,BHC,16.81,Call,19.0,12/18/20,44,0.38,0.49,0.44,120,495,0.24,49.69,11/04/20,0.12054794520547946,0.0064,21.044489486151356
1868,BHP,48.85,Call,50.0,12/18/20,44,1.5,1.7,1.59,102,114,0.89,30.36,11/04/20,0.12054794520547946,0.0064,25.124323775228092
1869,BHP,48.85,Call,50.0,11/20/20,16,0.85,1.0,0.9,252,1081,0.23,33.62,11/04/20,0.043835616438356165,0.0079,24.50822208054031
1870,BIDU,140.31,Call,155.0,12/18/20,44,2.68,2.94,2.7,483,12895,0.04,38.72,11/04/20,0.12054794520547946,0.0064,15.127554768535564
1871,BIDU,140.31,Call,130.0,11/20/20,16,12.2,12.7,11.86,198,7056,0.03,44.75,11/04/20,0.043835616438356165,0.0079,108.36560785159153
1872,BIDU,140.31,Call,175.0,12/18/20,44,0.57,0.69,0.61,604,2119,0.29,41.21,11/04/20,0.12054794520547946,0.0064,3.5503444864930414
1873,BIDU,140.31,Call,140.0,12/18/20,44,8.0,8.3,8.0,417,2510,0.17,39.79,11/04/20,0.12054794520547946,0.0064,42.70704237375688
1874,BIDU,140.31,Call,143.0,11/20/20,16,4.6,4.9,4.5,208,645,0.32,48.24,11/04/20,0.043835616438356165,0.0079,41.810352635653416
1875,BIDU,140.31,Call,130.0,12/18/20,44,13.9,14.4,13.9,210,2683,0.08,39.98,11/04/20,0.12054794520547946,0.0064,74.09414580507216
1876,BIDU,140.31,Call,120.0,01/15/21,72,22.8,23.7,23.3,295,6371,0.05,41.97,11/04/20,0.19726027397260273,0.0045000000000000005,95.33005411939749
1877,BIDU,140.31,Call,160.0,12/18/20,44,1.79,2.03,1.8,163,5958,0.03,38.75,11/04/20,0.12054794520547946,0.0064,10.445216387798368
1878,BIDU,140.31,Call,150.0,12/18/20,44,4.05,4.25,3.95,552,2372,0.23,38.7,11/04/20,0.12054794520547946,0.0064,21.868063866080327
1879,BIDU,140.31,Call,130.0,01/15/21,72,15.4,16.1,15.5,397,3215,0.12,38.41,11/04/20,0.19726027397260273,0.0045000000000000005,64.76007895874683
1880,BIDU,140.31,Call,200.0,01/15/21,72,0.31,0.39,0.37,310,5586,0.06,42.23,11/04/20,0.19726027397260273,0.0045000000000000005,1.5687224095597059
1881,BIDU,140.31,Call,140.0,01/15/21,72,9.7,10.1,9.7,830,3943,0.21,37.66,11/04/20,0.19726027397260273,0.0045000000000000005,40.625888042443655
1882,BIDU,140.31,Call,170.0,01/15/21,72,1.59,1.8,1.67,206,2127,0.1,37.69,11/04/20,0.19726027397260273,0.0045000000000000005,7.240257274890949
1883,BIDU,140.31,Call,170.0,12/18/20,44,0.87,0.97,0.84,181,299,0.61,40.0,11/04/20,0.12054794520547946,0.0064,4.991063988258333
1884,BIDU,140.31,Call,160.0,01/15/21,72,3.0,3.25,2.94,260,3468,0.07,36.42,11/04/20,0.19726027397260273,0.0045000000000000005,13.072686746330877
1885,BIDU,140.31,Call,150.0,01/15/21,72,5.5,5.9,5.35,373,7004,0.05,36.04,11/04/20,0.19726027397260273,0.0045000000000000005,23.731954401031444
1886,BIDU,140.31,Call,120.0,12/18/20,44,21.6,22.3,21.8,227,2252,0.1,41.31,11/04/20,0.12054794520547946,0.0064,114.74301746202148
1887,BIDU,140.31,Call,165.0,12/18/20,44,1.27,1.36,1.25,233,240,0.97,39.54,11/04/20,0.12054794520547946,0.0064,6.997780437145705
1888,BIDU,140.31,Call,145.0,01/15/21,72,7.35,7.85,7.25,256,4126,0.06,36.57,11/04/20,0.19726027397260273,0.0045000000000000005,31.575566448829974
1889,BIDU,140.31,Call,145.0,12/18/20,44,5.8,6.0,5.8,182,440,0.41,39.6,11/04/20,0.12054794520547946,0.0064,30.872560752113404
1890,BIDU,140.31,Call,135.0,01/15/21,72,12.25,12.95,12.3,155,2248,0.07,37.64,11/04/20,0.19726027397260273,0.0045000000000000005,52.08962872768767
1891,BIDU,140.31,Call,165.0,01/15/21,72,2.26,2.46,2.26,181,1574,0.11,37.32,11/04/20,0.19726027397260273,0.0045000000000000005,9.895018275684295
1892,BIDU,140.31,Call,155.0,01/15/21,72,4.1,4.55,4.17,528,2015,0.26,37.05,11/04/20,0.19726027397260273,0.0045000000000000005,18.301761444863228
1893,BIDU,140.31,Call,135.0,12/18/20,44,10.8,11.1,10.73,811,2253,0.36,40.08,11/04/20,0.12054794520547946,0.0064,57.114237391409794
1894,BIIB,355.63,Call,290.0,11/20/20,16,67.0,75.5,59.89,107,531,0.2,0.0,11/04/20,0.043835616438356165,0.0079,254.17037924780465
1895,BIIB,355.63,Call,340.0,12/18/20,44,34.5,39.4,30.7,492,755,0.65,44.93,11/04/20,0.12054794520547946,0.0064,79.98487311985483
1896,BIIB,355.63,Call,270.0,01/15/21,72,89.4,97.0,85.0,111,416,0.27,21.0,11/04/20,0.19726027397260273,0.0045000000000000005,153.93715742215704
1897,BIIB,355.63,Call,500.0,01/15/21,72,2.1,3.0,2.45,456,5132,0.09,49.33,11/04/20,0.19726027397260273,0.0045000000000000005,4.760943013056402
1898,BIIB,355.63,Call,520.0,01/15/21,72,1.2,2.05,1.55,156,910,0.17,48.86,11/04/20,0.19726027397260273,0.0045000000000000005,3.2533110589218746
1899,BIIB,355.63,Call,450.0,03/19/21,135,10.4,15.0,14.03,1064,653,1.63,47.7,11/04/20,0.3698630136986301,0.0040999999999999995,17.38450588831736
1900,BIIB,355.63,Call,450.0,06/18/21,226,16.0,20.0,18.0,118,155,0.76,40.77,11/04/20,0.6191780821917808,0.0039000000000000003,17.91487378226896
1901,BIIB,355.63,Call,300.0,12/18/20,44,61.0,68.7,51.0,230,797,0.29,0.0,11/04/20,0.12054794520547946,0.0064,139.46600972929005
1902,BIIB,355.63,Call,290.0,03/19/21,135,81.8,86.7,72.1,451,460,0.98,32.82,11/04/20,0.3698630136986301,0.0040999999999999995,100.48244403447436
1903,BIIB,355.63,Call,320.0,03/19/21,135,62.5,66.9,54.2,248,1168,0.21,39.34,11/04/20,0.3698630136986301,0.0040999999999999995,77.53489626189544
1904,BIIB,355.63,Call,500.0,03/19/21,135,5.3,8.0,8.0,220,836,0.26,48.74,11/04/20,0.3698630136986301,0.0040999999999999995,9.27173647376926
1905,BIIB,355.63,Call,265.0,11/20/20,16,88.9,98.0,84.15,102,176,0.58,0.0,11/04/20,0.043835616438356165,0.0079,329.9165187587398
1906,BIIB,355.63,Call,325.0,11/20/20,16,38.4,46.1,33.19,110,1239,0.09,41.99,11/04/20,0.043835616438356165,0.0079,155.1954236201827
1907,BIIB,355.63,Call,305.0,11/20/20,16,54.3,62.5,47.43,235,1446,0.16,24.36,11/04/20,0.043835616438356165,0.0079,210.405943085931
1908,BLL,94.11,Call,90.0,02/19/21,107,8.3,9.2,9.2,105,800,0.13,33.82,11/04/20,0.29315068493150687,0.0040999999999999995,45.258122279940615
1909,BLL,94.11,Call,95.0,12/18/20,44,3.5,3.9,3.8,157,406,0.39,31.71,11/04/20,0.12054794520547946,0.0064,29.918434273019557
1910,BLL,94.11,Call,105.0,05/21/21,198,4.0,4.5,5.2,104,547,0.19,32.27,11/04/20,0.5424657534246575,0.0039000000000000003,16.27348288995088
1911,BLL,94.11,Call,92.5,11/20/20,16,3.6,4.1,4.0,133,1394,0.1,39.7,11/04/20,0.043835616438356165,0.0079,52.15842375306573
1912,BMRN,76.37,Call,80.0,11/20/20,16,1.0,1.9,1.7,599,1935,0.31,48.62,11/04/20,0.043835616438356165,0.0079,29.785657095788252
1913,BMRN,76.37,Call,65.0,04/16/21,163,15.0,17.7,15.92,415,602,0.69,47.01,11/04/20,0.4465753424657534,0.0040999999999999995,86.93467601823232
1914,BMRN,76.37,Call,85.0,11/20/20,16,0.6,0.7,0.6,234,1907,0.12,47.95,11/04/20,0.043835616438356165,0.0079,10.973663140553565
1915,BMY,65.43,Call,75.0,06/18/21,226,1.52,1.83,1.72,656,1388,0.47,22.56,11/04/20,0.6191780821917808,0.0039000000000000003,8.909561218580626
1916,BMY,65.43,Call,65.0,03/19/21,135,4.1,4.4,4.18,257,3466,0.07,23.89,11/04/20,0.3698630136986301,0.0040999999999999995,27.71693723355661
1917,BMY,65.43,Call,70.0,01/21/22,443,4.3,5.5,4.75,376,5500,0.07,21.25,11/04/20,1.2136986301369863,0.0049,19.12582917480663
1918,BMY,65.43,Call,70.0,12/18/20,44,0.67,0.83,0.75,3644,8327,0.44,24.84,11/04/20,0.12054794520547946,0.0064,9.15822270435859
1919,BMY,65.43,Call,72.5,01/15/21,72,0.5,0.66,0.65,2957,3626,0.82,23.47,11/04/20,0.19726027397260273,0.0045000000000000005,5.692946905415171
1920,BMY,65.43,Call,62.5,01/15/21,72,4.6,4.8,4.6,1162,8433,0.14,24.44,11/04/20,0.19726027397260273,0.0045000000000000005,41.40325022120124
1921,BMY,65.43,Call,40.0,01/21/22,443,25.35,26.0,25.35,507,1444,0.35,0.0,11/04/20,1.2136986301369863,0.0049,90.41301064454042
1922,BMY,65.43,Call,67.0,11/20/20,16,0.98,1.1,0.91,116,237,0.49,28.13,11/04/20,0.043835616438356165,0.0079,20.127606808770192
1923,BMY,65.43,Call,75.0,03/19/21,135,0.83,0.99,0.84,259,719,0.36,22.27,11/04/20,0.3698630136986301,0.0040999999999999995,6.2363108775502365
1924,BMY,65.43,Call,60.0,03/19/21,135,7.25,7.6,7.45,118,3593,0.03,25.77,11/04/20,0.3698630136986301,0.0040999999999999995,47.874709767052316
1925,BMY,65.43,Call,80.0,03/19/21,135,0.3,0.41,0.35,3595,3780,0.95,22.65,11/04/20,0.3698630136986301,0.0040999999999999995,2.5827146058541377
1926,BMY,65.43,Call,80.0,01/21/22,443,1.69,2.17,2.14,206,1737,0.12,21.48,11/04/20,1.2136986301369863,0.0049,7.546008965332797
1927,BMY,65.43,Call,60.0,12/18/20,44,6.1,6.35,6.2,297,3157,0.09,29.01,11/04/20,0.12054794520547946,0.0064,70.06592068997234
1928,BMY,65.43,Call,70.0,06/18/21,226,3.0,3.35,3.05,121,473,0.26,22.48,11/04/20,0.6191780821917808,0.0039000000000000003,16.309852503959064
1929,BMY,65.43,Call,60.0,12/18/20,44,6.1,6.35,6.2,297,3157,0.09,29.01,11/04/20,0.12054794520547946,0.0064,70.06592068997234
1930,BMY,65.43,Call,60.0,01/21/22,443,9.45,10.3,9.95,528,4569,0.12,22.51,11/04/20,1.2136986301369863,0.0049,35.81746190918332
1931,BMY,65.43,Call,64.0,11/20/20,16,2.44,2.69,2.46,107,937,0.11,29.94,11/04/20,0.043835616438356165,0.0079,49.22114755962892
1932,BMY,65.43,Call,65.0,12/18/20,44,2.48,2.79,2.6,912,15033,0.06,25.65,11/04/20,0.12054794520547946,0.0064,30.784869090554785
1933,BMY,65.43,Call,80.0,11/20/20,16,0.02,0.05,0.04,198,557,0.36,44.86,11/04/20,0.043835616438356165,0.0079,0.9148912185804633
1934,BMY,65.43,Call,65.0,01/21/22,443,6.85,7.05,6.41,232,5915,0.04,19.59,11/04/20,1.2136986301369863,0.0049,24.515835578615768
1935,BMY,65.43,Call,67.5,01/15/21,72,1.79,2.06,1.98,7981,8077,0.99,23.95,11/04/20,0.19726027397260273,0.0045000000000000005,17.768894886598865
1936,BMY,65.43,Call,70.0,11/20/20,16,0.28,0.34,0.31,1536,5810,0.26,29.91,11/04/20,0.043835616438356165,0.0079,6.2212602863471504
1937,BMY,65.43,Call,57.5,01/15/21,72,8.5,8.75,8.5,434,4550,0.1,25.12,11/04/20,0.19726027397260273,0.0045000000000000005,75.47467488239809
1938,BMY,65.43,Call,80.0,01/15/21,72,0.08,0.13,0.11,216,4334,0.05,24.63,11/04/20,0.19726027397260273,0.0045000000000000005,1.1213380268242004
1939,BMY,65.43,Call,67.5,01/21/22,443,5.55,6.0,5.85,122,959,0.13,21.64,11/04/20,1.2136986301369863,0.0049,20.86454091797087
1940,BMY,65.43,Call,72.5,03/19/21,135,1.31,1.53,1.4,264,887,0.3,23.09,11/04/20,0.3698630136986301,0.0040999999999999995,9.63793499257764
1941,BMY,65.43,Call,60.0,01/15/21,72,6.4,6.9,6.6,348,9625,0.04,27.0,11/04/20,0.19726027397260273,0.0045000000000000005,59.51717219297679
1942,BMY,65.43,Call,70.0,01/15/21,72,1.04,1.21,1.1,1545,21702,0.07,22.94,11/04/20,0.19726027397260273,0.0045000000000000005,10.437069326594479
1943,BMY,65.43,Call,67.5,12/18/20,44,1.4,1.65,1.35,1610,5195,0.31,23.77,11/04/20,0.12054794520547946,0.0064,18.206105376134545
1944,BMY,65.43,Call,60.0,11/20/20,16,5.6,5.95,5.6,316,12427,0.03,29.06,11/04/20,0.043835616438356165,0.0079,108.87205501107513
1945,BMY,65.43,Call,65.0,01/15/21,72,2.84,3.3,3.0,826,9055,0.09,23.19,11/04/20,0.19726027397260273,0.0045000000000000005,28.46473452707585
1946,BMY,65.43,Call,62.5,03/19/21,135,5.55,5.85,5.49,232,2112,0.11,23.36,11/04/20,0.3698630136986301,0.0040999999999999995,36.85092791279685
1947,BMY,65.43,Call,70.0,03/19/21,135,2.03,2.3,1.97,1237,1514,0.82,22.53,11/04/20,0.3698630136986301,0.0040999999999999995,14.488399008450045
1948,BMY,65.43,Call,72.5,11/20/20,16,0.11,0.14,0.13,211,1377,0.15,32.07,11/04/20,0.043835616438356165,0.0079,2.561695412025297
1949,BMY,65.43,Call,38.0,01/21/22,443,27.1,28.1,28.0,100,161,0.62,14.81,11/04/20,1.2136986301369863,0.0049,97.71559996583024
1950,BMY,65.43,Call,65.0,11/20/20,16,1.88,2.05,1.87,1792,21180,0.08,29.79,11/04/20,0.043835616438356165,0.0079,37.51053996179899
1951,BMY,65.43,Call,67.5,03/19/21,135,2.97,3.2,3.05,490,3364,0.15,23.86,11/04/20,0.3698630136986301,0.0040999999999999995,20.157772533495713
1952,BMY,65.43,Call,62.0,11/20/20,16,3.85,4.15,3.94,118,579,0.2,31.15,11/04/20,0.043835616438356165,0.0079,75.93597114217845
1953,BMY,65.43,Call,67.5,11/20/20,16,0.81,0.92,0.79,1248,8258,0.15,28.89,11/04/20,0.043835616438356165,0.0079,16.833998421880523
1954,BMY,65.43,Call,75.0,11/20/20,16,0.01,0.12,0.07,162,1308,0.12,35.56,11/04/20,0.043835616438356165,0.0079,2.195738924593112
1955,BMY,65.43,Call,62.5,12/18/20,44,4.15,4.5,4.0,310,8220,0.04,24.19,11/04/20,0.12054794520547946,0.0064,49.653014662185136
1956,BMY,65.43,Call,62.5,11/20/20,16,3.55,3.85,3.65,1954,8795,0.22,33.4,11/04/20,0.043835616438356165,0.0079,70.44662383069567
1957,BMY,65.43,Call,57.5,01/21/22,443,10.95,11.8,11.47,151,704,0.21,22.17,11/04/20,1.2136986301369863,0.0049,41.03359713867604
1958,BMY,65.43,Call,55.0,12/18/20,44,10.5,11.0,10.5,501,2725,0.18,17.19,11/04/20,0.12054794520547946,0.0064,121.374035840897
1959,BMY,65.43,Call,100.0,01/21/22,443,0.25,0.31,0.26,101,3854,0.03,20.49,11/04/20,1.2136986301369863,0.0049,1.0780012807618284
1960,BMY,65.43,Call,72.5,12/18/20,44,0.29,0.39,0.33,1918,1529,1.25,24.31,11/04/20,0.12054794520547946,0.0064,4.303261270722712
1961,BOX,16.3,Call,17.0,11/20/20,16,0.3,0.4,0.36,155,2713,0.06,46.55,11/04/20,0.043835616438356165,0.0079,29.37979505851274
1962,BP,16.13,Call,14.0,11/20/20,16,2.09,2.17,2.16,220,119,1.85,39.11,11/04/20,0.043835616438356165,0.0079,161.06520939470772
1963,BP,16.13,Call,14.5,11/20/20,16,1.59,1.67,1.64,310,160,1.94,16.61,11/04/20,0.043835616438356165,0.0079,123.95340999500549
1964,BP,16.13,Call,15.0,12/18/20,44,1.33,1.39,1.36,608,4795,0.13,28.59,11/04/20,0.12054794520547946,0.0064,62.21433466407681
1965,BP,16.13,Call,17.0,11/20/20,16,0.18,0.2,0.18,496,4780,0.1,35.83,11/04/20,0.043835616438356165,0.0079,14.844719759880897
1966,BP,16.13,Call,16.0,11/20/20,16,0.46,0.49,0.48,130,2250,0.06,30.25,11/04/20,0.043835616438356165,0.0079,36.36956341170819
1967,BP,16.13,Call,17.0,12/18/20,44,0.42,0.46,0.44,120,3282,0.04,34.46,11/04/20,0.12054794520547946,0.0064,20.588916507536215
1968,BP,16.13,Call,10.0,01/21/22,443,5.4,7.0,5.85,170,170,1.0,1.43,11/04/20,1.2136986301369863,0.0049,98.74114885141393
1969,BP,16.13,Call,13.0,04/16/21,163,3.2,3.55,3.15,250,530,0.47,5.57,11/04/20,0.4465753424657534,0.0040999999999999995,82.55370134139297
1970,BP,16.13,Call,15.0,01/21/22,443,2.8,3.1,2.85,219,4489,0.05,30.69,11/04/20,1.2136986301369863,0.0049,43.728223062769025
1971,BP,16.13,Call,16.0,12/18/20,44,0.78,0.82,0.8,504,2250,0.22,32.28,11/04/20,0.12054794520547946,0.0064,36.70198160039064
1972,BP,16.13,Call,23.0,01/15/21,72,0.06,0.08,0.06,147,7961,0.02,44.94,11/04/20,0.19726027397260273,0.0045000000000000005,2.7991472018735255
1973,BP,16.13,Call,11.0,11/20/20,16,5.1,5.2,5.1,285,138,2.07,0.0,11/04/20,0.043835616438356165,0.0079,385.9627137569033
1974,BP,16.13,Call,20.0,12/18/20,44,0.08,0.11,0.1,222,3946,0.06,43.86,11/04/20,0.12054794520547946,0.0064,4.923436556149963
1975,BP,16.13,Call,10.0,12/18/20,44,6.1,6.2,6.1,420,272,1.54,0.0,11/04/20,0.12054794520547946,0.0064,277.5027877102707
1976,BP,16.13,Call,17.5,11/20/20,16,0.1,0.13,0.11,1076,4104,0.26,38.25,11/04/20,0.043835616438356165,0.0079,9.649067843922582
1977,BP,16.13,Call,26.0,04/16/21,163,0.09,0.12,0.11,121,6768,0.02,41.99,11/04/20,0.4465753424657534,0.0040999999999999995,2.790547650976664
1978,BP,16.13,Call,18.0,11/20/20,16,0.06,0.09,0.07,347,19382,0.02,40.86,11/04/20,0.043835616438356165,0.0079,6.680123891946403
1979,BP,16.13,Call,16.5,11/20/20,16,0.27,0.31,0.3,107,1400,0.08,33.57,11/04/20,0.043835616438356165,0.0079,23.00931562781539
1980,BP,16.13,Call,18.0,01/15/21,72,0.36,0.43,0.4,105,3263,0.03,35.58,11/04/20,0.19726027397260273,0.0045000000000000005,15.045416210070197
1981,BP,16.13,Call,24.0,01/15/21,72,0.04,0.07,0.05,111,6950,0.02,47.6,11/04/20,0.19726027397260273,0.0045000000000000005,2.449253801639335
1982,BP,16.13,Call,20.0,01/15/21,72,0.15,0.18,0.16,336,6277,0.05,38.63,11/04/20,0.19726027397260273,0.0045000000000000005,6.298081204215432
1983,BP,16.13,Call,18.0,01/21/22,443,1.6,1.83,1.75,331,6300,0.05,33.07,11/04/20,1.2136986301369863,0.0049,25.81375748544107
1984,BP,16.13,Call,20.0,01/21/22,443,1.18,1.3,1.22,522,11958,0.04,33.43,11/04/20,1.2136986301369863,0.0049,18.3376419295483
1985,BP,16.13,Call,17.0,01/15/21,72,0.62,0.68,0.62,307,2129,0.14,33.31,11/04/20,0.19726027397260273,0.0045000000000000005,23.792751215924966
1986,BPOP,43.7,Call,45.0,01/15/21,72,2.15,2.5,2.29,500,1973,0.25,36.15,11/04/20,0.19726027397260273,0.0045000000000000005,32.28707406051198
1987,BPOP,43.7,Call,40.0,12/18/20,44,4.4,5.5,4.96,500,1158,0.43,45.96,11/04/20,0.12054794520547946,0.0064,90.86388060720698
1988,BPY,14.58,Call,14.0,12/18/20,44,0.65,1.15,1.1,100,455,0.22,38.4,11/04/20,0.12054794520547946,0.0064,56.944311259698054
1989,BRK.B,206.17,Call,220.0,01/15/21,72,3.1,3.3,3.15,202,14458,0.01,21.45,11/04/20,0.19726027397260273,0.0045000000000000005,9.033552796753035
1990,BRK.B,206.17,Call,230.0,11/20/20,16,0.12,0.3,0.3,823,4736,0.17,31.55,11/04/20,0.043835616438356165,0.0079,1.7420963020338471
1991,BRK.B,206.17,Call,210.0,01/15/21,72,6.5,6.9,7.0,162,5974,0.03,23.1,11/04/20,0.19726027397260273,0.0045000000000000005,18.888337665938167
1992,BRK.B,206.17,Call,230.0,12/18/20,44,0.7,0.83,0.77,143,5626,0.03,23.44,11/04/20,0.12054794520547946,0.0064,2.906448617869635
1993,BRK.B,206.17,Call,210.0,03/19/21,135,9.75,10.5,10.0,102,595,0.17,22.4,11/04/20,0.3698630136986301,0.0040999999999999995,20.991008780829475
1994,BRK.B,206.17,Call,200.0,11/20/20,16,8.2,9.4,9.21,106,261,0.41,32.39,11/04/20,0.043835616438356165,0.0079,54.58568413039389
1995,BRK.B,206.17,Call,215.0,01/15/21,72,4.45,4.85,4.7,130,3165,0.04,21.87,11/04/20,0.19726027397260273,0.0045000000000000005,13.276585170985522
1996,BRK.B,206.17,Call,220.0,12/18/20,44,1.82,2.18,1.9,141,8156,0.02,22.16,11/04/20,0.12054794520547946,0.0064,7.633804803561212
1997,BRK.B,206.17,Call,220.0,11/20/20,16,0.61,1.18,0.7,123,9149,0.01,26.26,11/04/20,0.043835616438356165,0.0079,6.852245454666465
1998,BRK.B,206.17,Call,260.0,12/18/20,44,0.02,0.26,0.29,153,1179,0.13,34.51,11/04/20,0.12054794520547946,0.0064,0.9104537839109701
1999,BRK.B,206.17,Call,210.0,11/20/20,16,2.59,3.25,3.0,242,2647,0.09,26.54,11/04/20,0.043835616438356165,0.0079,18.872709938700012
2000,BRKR,45.38,Call,45.0,11/20/20,16,1.55,2.0,1.8,201,422,0.48,42.05,11/04/20,0.043835616438356165,0.0079,52.76450633029503
2001,BSX,35.29,Call,37.0,02/19/21,107,1.47,1.82,1.8,105,129,0.81,32.09,11/04/20,0.29315068493150687,0.0040999999999999995,23.876144971887236
2002,BTG,6.4,Call,5.0,11/20/20,16,1.25,1.5,1.4,174,1844,0.09,37.04,11/04/20,0.043835616438356165,0.0079,280.59999577368615
2003,BTI,33.26,Call,35.0,11/20/20,16,0.15,0.3,0.25,205,1912,0.11,29.66,11/04/20,0.043835616438356165,0.0079,10.798797191530916
2004,BUD,54.05,Call,55.0,12/18/20,44,2.21,2.34,2.42,120,2206,0.05,37.45,11/04/20,0.12054794520547946,0.0064,31.255768911384312
2005,BWA,35.84,Call,40.0,11/20/20,16,0.15,0.2,0.15,101,580,0.17,40.49,11/04/20,0.043835616438356165,0.0079,6.680952280325861
2006,BXMT,22.27,Call,25.0,01/15/21,72,0.25,0.4,0.35,101,638,0.16,30.07,11/04/20,0.19726027397260273,0.0045000000000000005,10.137010410017954
2007,BXP,74.49,Call,80.0,04/16/21,163,4.6,5.4,5.4,104,142,0.73,37.26,11/04/20,0.4465753424657534,0.0040999999999999995,27.191824573250255
2008,C,42.08,Call,46.0,11/20/20,16,0.28,0.31,0.3,211,1978,0.11,41.14,11/04/20,0.043835616438356165,0.0079,8.819873124445396
2009,C,42.08,Call,50.0,11/20/20,16,0.07,0.08,0.08,2198,28623,0.08,47.74,11/04/20,0.043835616438356165,0.0079,2.276096290179457
2010,C,42.08,Call,47.0,11/20/20,16,0.16,0.21,0.2,235,1103,0.21,42.13,11/04/20,0.043835616438356165,0.0079,5.974752761721074
2011,C,42.08,Call,55.0,06/18/21,226,1.12,1.31,1.22,125,7369,0.02,34.91,11/04/20,0.6191780821917808,0.0039000000000000003,9.916940586711842
2012,C,42.08,Call,41.5,11/20/20,16,1.75,1.81,2.04,158,1297,0.12,49.28,11/04/20,0.043835616438356165,0.0079,51.496678565310205
2013,C,42.08,Call,47.5,11/20/20,16,0.15,0.17,0.16,207,12478,0.02,42.42,11/04/20,0.043835616438356165,0.0079,4.836704616631347
2014,C,42.08,Call,45.0,03/19/21,135,2.58,2.64,2.6,290,5079,0.06,36.0,11/04/20,0.3698630136986301,0.0040999999999999995,25.858163543606594
2015,C,42.08,Call,47.5,12/18/20,44,0.55,0.58,0.57,8592,21693,0.4,37.59,11/04/20,0.12054794520547946,0.0064,9.950898366186781
